user_id,revenue,orders
s001397,442.52,3
s001398,41.03,1
s001399,174.44,2
s001400,0.0,0
s001401,0.0,0
s001402,88.16,1
s001403,124.59,2
s001404,216.85,3
s001405,233.36,3
s001406,339.02,4
s001407,0.0,0
s001408,140.4,2
s001409,177.9,2
s001410,0.0,0
s001411,84.67,1
s001412,332.86,4
s001413,158.45,3
s001414,141.88,2
s001415,105.09,1
s001416,381.82,5
s001417,0.0,0
s001418,55.01,1
s001419,107.01,2
s001420,0.0,0
s001421,287.66,3
s001422,75.72,1
s001423,65.93,1
s001424,281.3,4
s001425,125.62,2
s001426,0.0,0
s001427,162.84,3
s001428,126.74,2
s001429,48.25,1
s001430,367.22,4
s001431,613.68,5
s001432,298.05,5
s001433,38.93,1
s001434,184.18,2
s001435,124.0,2
s001436,54.9,1
s001437,88.19,1
s001438,122.64,2
s001439,77.3,1
s001440,109.49,2
s001441,0.0,0
s001442,43.9,1
s001443,81.31,1
s001444,84.2,1
s001445,44.82,1
s001446,0.0,0
s001447,151.77,2
s001448,85.04,1
s001449,224.81,2
s001450,108.71,2
s001451,299.89,4
s001452,0.0,0
s001453,419.22,3
s001454,120.56,2
s001455,0.0,0
s001456,40.37,1
s001457,0.0,0
s001458,316.58,3
s001459,294.41,4
s001460,56.26,1
s001461,0.0,0
s001462,0.0,0
s001463,152.4,1
s001464,57.39,1
s001465,177.35,2
s001466,0.0,0
s001467,192.31,3
s001468,61.52,1
s001469,197.36,3
s001470,213.97,3
s001471,104.56,1
s001472,51.78,1
s001473,164.66,2
s001474,73.66,2
s001475,115.87,1
s001476,228.84,3
s001477,59.65,1
s001478,0.0,0
s001479,182.22,2
s001480,340.92,4
s001481,114.54,2
s001482,280.94,3
s001483,116.66,2
s001484,0.0,0
s001485,139.35,2
s001486,90.35,1
s001487,492.42,5
s001488,220.28,3
s001489,0.0,0
s001490,158.13,2
s001491,326.92,3
s001492,164.08,2
s001493,252.66,3
s001494,0.0,0
s001495,144.17,1
s001496,43.2,1
s001497,24.15,1
s001498,419.22,4
s001499,154.35,2
s001500,90.89,1
s001501,302.68,4
s001502,0.0,0
s001503,153.22,2
s001504,112.65,2
s001505,129.61,1
s001506,235.38,3
s001507,77.33,2
s001508,412.72,4
s001509,513.0,6
s001510,252.69,4
s001511,43.32,1
s001512,124.51,2
s001513,127.29,2
s001514,66.8,1
s001515,74.69,1
s001516,59.83,1
s001517,0.0,0
s001518,207.22,2
s001519,130.02,2
s001520,82.09,1
s001521,295.54,2
s001522,0.0,0
s001523,234.08,3
s001524,94.93,1
s001525,212.79,2
s001526,317.66,4
s001527,37.2,1
s001528,102.36,1
s001529,0.0,0
s001530,219.71,3
s001531,0.0,0
s001532,133.83,2
s001533,183.65,3
s001534,114.4,1
s001535,140.3,3
s001536,62.94,1
s001537,155.0,2
s001538,45.84,1
s001539,112.97,2
s001540,425.88,3
s001541,384.74,4
s001542,227.93,3
s001543,0.0,0
s001544,163.55,2
s001545,0.0,0
s001546,78.97,2
s001547,236.36,3
s001548,146.27,2
s001549,80.04,1
s001550,694.82,6
s001551,0.0,0
s001552,312.92,4
s001553,206.09,3
s001554,0.0,0
s001555,214.14,2
s001556,373.74,4
s001557,81.66,1
s001558,0.0,0
s001559,161.89,3
s001560,79.54,1
s001561,66.36,1
s001562,167.82,2
s001563,0.0,0
s001564,131.91,2
s001565,68.57,1
s001566,0.0,0
s001567,84.95,1
s001568,174.4,2
s001569,36.97,1
s001570,0.0,0
s001571,303.58,2
s001572,37.33,1
s001573,256.15,2
s001574,139.03,2
s001575,274.81,3
s001576,0.0,0
s001577,82.04,1
s001578,339.64,3
s001579,437.6,4
s001580,61.79,1
s001581,81.71,1
s001582,0.0,0
s001583,0.0,0
s001584,148.79,2
s001585,75.39,2
s001586,65.29,1
s001587,121.84,1
s001588,174.21,1
s001589,281.18,2
s001590,56.98,1
s001591,72.54,1
s001592,340.8,5
s001593,257.0,2
s001594,136.26,2
s001595,48.34,1
s001596,135.86,1
s001597,235.47,2
s001598,480.64,5
s001599,0.0,0
s001600,286.96,2
s001601,56.34,1
s001602,335.58,3
s001603,69.01,1
s001604,338.66,4
s001605,344.38,3
s001606,0.0,0
s001607,164.13,2
s001608,112.57,2
s001609,148.08,2
s001610,131.05,2
s001611,292.99,3
s001612,152.63,2
s001613,194.9,2
s001614,74.25,1
s001615,170.43,2
s001616,192.29,2
s001617,0.0,0
s001618,0.0,0
s001619,168.12,2
s001620,168.77,2
s001621,123.66,2
s001622,71.9,1
s001623,60.56,1
s001624,334.45,4
s001625,281.93,3
s001626,46.65,1
s001627,77.8,1
s001628,210.97,3
s001629,0.0,0
s001630,30.65,1
s001631,241.64,2
s001632,88.07,1
s001633,46.49,1
s001634,0.0,0
s001635,65.43,1
s001636,315.46,3
s001637,271.94,2
s001638,103.52,1
s001639,336.18,4
s001640,91.72,1
s001641,134.39,2
s001642,197.1,3
s001643,109.28,1
s001644,468.12,5
s001645,48.85,1
s001646,45.31,1
s001647,96.31,2
s001648,0.0,0
s001649,281.96,4
s001650,28.21,1
s001651,76.79,1
s001652,341.42,4
s001653,0.0,0
s001654,140.97,2
s001655,146.48,2
s001656,279.53,4
s001657,94.18,1
s001658,227.35,2
s001659,111.89,2
s001660,369.17,3
s001661,0.0,0
s001662,201.27,2
s001663,417.57,3
s001664,153.54,2
s001665,201.56,2
s001666,476.83,4
s001667,343.72,4
s001668,267.97,2
s001669,536.24,6
s001670,73.89,1
s001671,427.97,4
s001672,79.49,1
s001673,69.04,1
s001674,557.58,6
s001675,132.38,2
s001676,113.32,2
s001677,173.25,3
s001678,248.67,4
s001679,0.0,0
s001680,403.15,4
s001681,238.08,3
s001682,0.0,0
s001683,0.0,0
s001684,307.34,3
s001685,230.8,3
s001686,243.4,2
s001687,0.0,0
s001688,94.82,1
s001689,32.59,1
s001690,163.02,2
s001691,186.8,2
s001692,113.23,1
s001693,281.65,3
s001694,130.26,2
s001695,39.73,1
s001696,0.0,0
s001697,214.1,2
s001698,185.47,2
s001699,165.53,3
s001700,113.76,1
s001701,355.66,4
s001702,256.78,3
s001703,171.19,3
s001704,90.44,2
s001705,104.37,1
s001706,234.72,3
s001707,126.38,1
s001708,531.4,5
s001709,95.88,1
s001710,181.68,2
s001711,149.62,2
s001712,82.92,1
s001713,52.37,1
s001714,154.33,2
s001715,0.0,0
s001716,176.37,2
s001717,0.0,0
s001718,53.72,1
s001719,138.34,2
s001720,99.42,1
s001721,0.0,0
s001722,51.64,1
s001723,34.62,1
s001724,139.88,1
s001725,0.0,0
s001726,207.44,2
s001727,148.49,2
s001728,323.41,5
s001729,149.04,2
s001730,0.0,0
s001731,0.0,0
s001732,28.51,1
s001733,442.32,5
s001734,345.06,3
s001735,75.72,1
s001736,0.0,0
s001737,202.75,3
s001738,72.89,1
s001739,177.33,3
s001740,120.33,1
s001741,335.52,4
s001742,163.92,2
s001743,208.87,4
s001744,57.49,1
s001745,84.36,1
s001746,99.8,1
s001747,132.68,2
s001748,0.0,0
s001749,216.4,1
s001750,136.18,2
s001751,225.76,3
s001752,98.02,1
s001753,112.81,1
s001754,223.52,2
s001755,473.23,4
s001756,164.83,2
s001757,355.01,4
s001758,138.77,2
s001759,0.0,0
s001760,143.05,2
s001761,257.16,3
s001762,211.88,3
s001763,0.0,0
s001764,47.43,1
s001765,186.01,2
s001766,160.0,2
s001767,220.66,4
s001768,177.19,3
s001769,0.0,0
s001770,149.96,2
s001771,0.0,0
s001772,74.45,1
s001773,201.0,2
s001774,166.45,1
s001775,127.96,2
s001776,256.03,3
s001777,77.34,1
s001778,226.84,2
s001779,0.0,0
s001780,104.87,2
s001781,73.76,1
s001782,202.85,2
s001783,0.0,0
s001784,255.24,3
s001785,0.0,0
s001786,57.32,1
s001787,33.84,1
s001788,227.53,2
s001789,0.0,0
s001790,0.0,0
s001791,125.48,2
s001792,250.86,3
s001793,0.0,0
s001794,283.53,1
s001795,79.1,2
s001796,54.71,1
s001797,289.09,3
s001798,354.66,3
s001799,40.04,1
s001800,56.24,1
s001801,124.05,2
s001802,116.75,2
s001803,71.77,1
s001804,118.57,2
s001805,166.5,2
s001806,134.98,2
s001807,0.0,0
s001808,152.29,2
s001809,96.34,1
s001810,89.02,1
s001811,441.02,4
s001812,150.48,2
s001813,0.0,0
s001814,66.81,1
s001815,0.0,0
s001816,86.35,1
s001817,69.77,1
s001818,80.17,1
s001819,266.71,3
s001820,0.0,0
s001821,78.12,1
s001822,345.24,3
s001823,316.18,4
s001824,134.59,1
s001825,257.89,3
s001826,290.92,2
s001827,35.54,1
s001828,125.06,2
s001829,121.6,2
s001830,195.22,2
s001831,295.92,3
s001832,86.46,1
s001833,0.0,0
s001834,187.58,2
s001835,197.03,2
s001836,61.82,1
s001837,236.03,3
s001838,256.27,4
s001839,263.93,3
s001840,134.94,2
s001841,78.38,1
s001842,291.05,3
s001843,223.48,3
s001844,317.84,4
s001845,200.43,2
s001846,70.6,1
s001847,111.83,1
s001848,0.0,0
s001849,62.45,1
s001850,180.68,2
s001851,0.0,0
s001852,234.49,3
s001853,290.62,3
s001854,0.0,0
s001855,103.31,2
s001856,0.0,0
s001857,0.0,0
s001858,0.0,0
s001859,165.29,2
s001860,0.0,0
s001861,334.63,4
s001862,427.4,4
s001863,150.64,2
s001864,113.5,2
s001865,106.65,2
s001866,265.77,4
s001867,130.61,2
s001868,113.43,2
s001869,0.0,0
s001870,80.82,1
s001871,238.46,2
s001872,475.9,5
s001873,39.04,1
s001874,119.89,2
s001875,124.64,2
s001876,0.0,0
s001877,128.23,2
s001878,40.4,1
s001879,128.48,1
s001880,163.17,2
s001881,0.0,0
s001882,70.42,1
s001883,119.96,2
s001884,82.63,1
s001885,63.37,1
s001886,133.69,2
s001887,0.0,0
s001888,167.87,2
s001889,193.1,3
s001890,180.58,2
s001891,121.23,2
s001892,256.7,2
s001893,44.64,1
s001894,218.85,2
s001895,31.34,1
s001896,202.62,3
s001897,305.64,3
s001898,211.42,3
s001899,109.45,2
s001900,185.6,2
s001901,44.72,1
s001902,78.7,1
s001903,271.58,3
s001904,70.94,1
s001905,226.31,4
s001906,0.0,0
s001907,0.0,0
s001908,119.79,1
s001909,310.04,3
s001910,56.96,1
s001911,0.0,0
s001912,296.7,3
s001913,448.99,4
s001914,138.33,2
s001915,78.33,1
s001916,184.42,2
s001917,328.9,4
s001918,54.54,1
s001919,176.43,2
s001920,249.01,3
s001921,129.94,2
s001922,136.79,2
s001923,80.05,1
s001924,72.26,1
s001925,128.25,2
s001926,74.81,1
s001927,25.95,1
s001928,57.6,1
s001929,0.0,0
s001930,288.1,3
s001931,74.43,1
s001932,0.0,0
s001933,0.0,0
s001934,103.84,1
s001935,316.68,3
s001936,0.0,0
s001937,329.39,3
s001938,183.62,3
s001939,179.98,2
s001940,77.38,1
s001941,133.52,2
s001942,146.89,2
s001943,229.05,3
s001944,227.0,2
s001945,0.0,0
s001946,593.66,6
s001947,273.98,3
s001948,169.65,2
s001949,83.76,1
s001950,308.4,2
s001951,373.72,3
s001952,441.71,5
s001953,87.65,1
s001954,351.99,3
s001955,82.95,1
s001956,214.99,3
s001957,0.0,0
s001958,119.18,1
s001959,108.78,1
s001960,318.0,3
s001961,59.5,1
s001962,49.04,1
s001963,101.33,2
s001964,0.0,0
s001965,157.05,2
s001966,143.14,2
s001967,132.11,2
s001968,69.68,1
s001969,338.58,4
s001970,73.17,1
s001971,49.32,1
s001972,109.44,2
s001973,0.0,0
s001974,376.79,4
s001975,280.14,4
s001976,236.59,3
s001977,96.85,2
s001978,86.8,1
s001979,387.6,4
s001980,121.84,2
s001981,0.0,0
s001982,49.68,1
s001983,168.6,3
s001984,31.31,1
s001985,232.09,2
s001986,441.89,4
s001987,266.13,2
s001988,0.0,0
s001989,0.0,0
s001990,230.12,3
s001991,257.74,2
s001992,68.42,1
s001993,307.34,4
s001994,73.93,1
s001995,102.52,1
s001996,0.0,0
s001997,265.43,3
s001998,114.33,2
s001999,315.92,3
s002000,199.31,3
s002001,108.12,2
s002002,60.46,1
s002003,119.49,2
s002004,0.0,0
s002005,319.34,4
s002006,54.62,1
s002007,288.68,4
s002008,400.44,5
s002009,212.96,2
s002010,250.87,3
s002011,62.96,1
s002012,286.81,2
s002013,163.36,2
s002014,107.53,1
s002015,151.01,2
s002016,296.5,3
s002017,78.52,1
s002018,149.56,2
s002019,43.37,1
s002020,42.81,1
s002021,147.87,2
s002022,121.14,1
s002023,40.75,1
s002024,271.99,3
s002025,132.19,2
s002026,135.19,2
s002027,261.65,4
s002028,186.03,2
s002029,127.68,2
s002030,291.15,3
s002031,141.26,2
s002032,53.62,1
s002033,194.43,3
s002034,112.27,2
s002035,0.0,0
s002036,0.0,0
s002037,0.0,0
s002038,0.0,0
s002039,41.24,1
s002040,181.06,3
s002041,244.38,3
s002042,0.0,0
s002043,74.53,1
s002044,251.87,3
s002045,351.97,5
s002046,161.61,2
s002047,286.83,2
s002048,92.39,2
s002049,58.26,1
s002050,67.19,1
s002051,170.31,2
s002052,0.0,0
s002053,0.0,0
s002054,358.04,3
s002055,391.78,5
s002056,142.25,2
s002057,155.07,2
s002058,204.59,2
s002059,238.74,3
s002060,69.7,1
s002061,191.96,2
s002062,105.85,2
s002063,88.4,1
s002064,0.0,0
s002065,155.83,1
s002066,45.5,1
s002067,143.39,2
s002068,208.86,2
s002069,279.66,3
s002070,98.6,1
s002071,294.19,3
s002072,366.81,4
s002073,140.69,2
s002074,137.93,2
s002075,301.21,3
s002076,0.0,0
s002077,148.19,1
s002078,139.68,2
s002079,65.44,1
s002080,132.01,2
s002081,358.89,3
s002082,0.0,0
s002083,424.46,4
s002084,118.97,1
s002085,116.47,2
s002086,221.76,3
s002087,272.24,3
s002088,137.29,2
s002089,224.24,3
s002090,177.45,3
s002091,77.92,1
s002092,71.54,1
s002093,88.65,1
s002094,103.34,1
s002095,343.14,3
s002096,186.38,2
s002097,266.31,2
s002098,199.72,2
s002099,286.5,4
s002100,104.8,1
s002101,227.49,3
s002102,158.34,3
s002103,0.0,0
s002104,0.0,0
s002105,60.21,1
s002106,0.0,0
s002107,244.23,3
s002108,70.11,1
s002109,0.0,0
s002110,112.27,2
s002111,490.34,5
s002112,328.16,3
s002113,60.8,1
s002114,266.59,3
s002115,57.76,1
s002116,142.62,2
s002117,83.05,1
s002118,236.86,2
s002119,85.78,1
s002120,167.8,2
s002121,0.0,0
s002122,199.77,2
s002123,0.0,0
s002124,75.93,1
s002125,68.37,1
s002126,108.78,2
s002127,61.19,1
s002128,225.63,3
s002129,0.0,0
s002130,61.25,1
s002131,203.56,2
s002132,99.98,1
s002133,0.0,0
s002134,206.14,3
s002135,453.64,5
s002136,82.99,1
s002137,92.65,1
s002138,451.61,5
s002139,239.03,3
s002140,180.83,2
s002141,149.76,2
s002142,534.67,5
s002143,100.72,1
s002144,438.88,4
s002145,158.09,3
s002146,59.49,1
s002147,96.61,1
s002148,0.0,0
s002149,288.09,4
s002150,132.05,2
s002151,0.0,0
s002152,31.4,1
s002153,82.64,1
s002154,181.54,2
s002155,0.0,0
s002156,79.2,2
s002157,454.13,5
s002158,297.27,2
s002159,56.89,1
s002160,185.09,2
s002161,135.28,2
s002162,57.65,1
s002163,50.96,1
s002164,374.69,5
s002165,93.91,1
s002166,423.55,4
s002167,111.11,2
s002168,112.95,2
s002169,111.78,2
s002170,77.98,1
s002171,66.13,1
s002172,195.07,2
s002173,121.25,2
s002174,268.78,4
s002175,116.02,2
s002176,98.85,2
s002177,81.81,2
s002178,284.13,3
s002179,76.49,1
s002180,138.62,2
s002181,51.85,1
s002182,0.0,0
s002183,52.3,1
s002184,154.35,2
s002185,82.63,1
s002186,182.68,2
s002187,277.4,3
s002188,83.15,1
s002189,144.19,1
s002190,0.0,0
s002191,72.54,1
s002192,152.73,2
s002193,191.82,3
s002194,97.63,2
s002195,62.26,1
s002196,150.35,2
s002197,387.92,3
s002198,269.74,3
s002199,246.52,3
s002200,148.72,2
s002201,60.43,1
s002202,56.8,1
s002203,53.74,1
s002204,119.4,2
s002205,91.92,1
s002206,261.73,3
s002207,350.38,4
s002208,39.19,1
s002209,48.1,1
s002210,187.84,2
s002211,59.56,1
s002212,147.04,2
s002213,340.06,3
s002214,220.98,3
s002215,217.26,3
s002216,69.62,1
s002217,0.0,0
s002218,0.0,0
s002219,51.76,1
s002220,110.78,1
s002221,105.71,1
s002222,163.15,2
s002223,158.05,2
s002224,70.62,1
s002225,339.72,4
s002226,149.75,2
s002227,85.49,1
s002228,315.43,4
s002229,70.75,1
s002230,0.0,0
s002231,0.0,0
s002232,260.09,3
s002233,182.54,2
s002234,0.0,0
s002235,173.56,2
s002236,0.0,0
s002237,106.0,2
s002238,0.0,0
s002239,0.0,0
s002240,94.89,1
s002241,115.15,2
s002242,142.85,2
s002243,0.0,0
s002244,101.52,1
s002245,158.19,2
s002246,133.87,1
s002247,120.26,2
s002248,489.96,5
s002249,285.88,3
s002250,84.88,2
s002251,317.28,3
s002252,0.0,0
s002253,235.29,3
s002254,162.06,2
s002255,207.78,3
s002256,123.48,2
s002257,256.77,4
s002258,0.0,0
s002259,167.22,2
s002260,351.27,3
s002261,140.68,2
s002262,0.0,0
s002263,181.04,2
s002264,65.67,1
s002265,229.08,3
s002266,163.55,2
s002267,146.79,2
s002268,0.0,0
s002269,162.36,1
s002270,66.68,1
s002271,214.52,2
s002272,38.01,1
s002273,0.0,0
s002274,244.3,2
s002275,108.76,2
s002276,344.82,4
s002277,0.0,0
s002278,435.45,5
s002279,0.0,0
s002280,284.97,3
s002281,0.0,0
s002282,111.63,1
s002283,54.75,1
s002284,192.32,2
s002285,77.38,1
s002286,72.32,1
s002287,230.31,2
s002288,37.12,1
s002289,91.47,1
s002290,92.25,1
s002291,144.81,2
s002292,96.83,1
s002293,176.7,2
s002294,142.67,2
s002295,191.39,2
s002296,259.01,3
s002297,603.4,6
s002298,557.69,5
s002299,87.56,1
s002300,43.06,1
s002301,126.14,1
s002302,126.62,2
s002303,153.29,2
s002304,398.28,4
s002305,0.0,0
s002306,37.34,1
s002307,248.68,3
s002308,163.87,2
s002309,195.64,3
s002310,122.23,2
s002311,230.74,2
s002312,0.0,0
s002313,248.1,3
s002314,69.77,1
s002315,202.5,2
s002316,42.39,1
s002317,52.05,1
s002318,47.17,1
s002319,63.99,1
s002320,75.32,1
s002321,103.67,1
s002322,66.26,1
s002323,192.88,3
s002324,89.67,1
s002325,0.0,0
s002326,427.77,5
s002327,333.88,4
s002328,0.0,0
s002329,65.42,2
s002330,55.38,1
s002331,73.2,1
s002332,0.0,0
s002333,54.05,1
s002334,166.72,2
s002335,277.26,3
s002336,0.0,0
s002337,158.85,2
s002338,123.58,2
s002339,263.95,3
s002340,87.19,2
s002341,0.0,0
s002342,155.58,2
s002343,50.37,1
s002344,181.85,2
s002345,330.73,4
s002346,199.56,3
s002347,0.0,0
s002348,219.94,2
s002349,90.93,1
s002350,129.91,2
s002351,171.45,3
s002352,282.01,3
s002353,71.93,1
s002354,83.65,1
s002355,97.44,1
s002356,165.79,2
s002357,111.98,2
s002358,242.14,3
s002359,0.0,0
s002360,40.96,1
s002361,209.57,3
s002362,591.08,6
s002363,330.37,3
s002364,314.47,3
s002365,283.69,3
s002366,74.71,2
s002367,0.0,0
s002368,0.0,0
s002369,54.37,1
s002370,54.22,1
s002371,247.86,4
s002372,110.95,1
s002373,0.0,0
s002374,38.29,1
s002375,200.66,3
s002376,0.0,0
s002377,77.13,1
s002378,0.0,0
s002379,245.67,2
s002380,276.16,3
s002381,96.32,1
s002382,617.63,6
s002383,186.93,2
s002384,319.91,3
s002385,46.46,1
s002386,73.57,1
s002387,210.64,3
s002388,39.07,1
s002389,76.43,1
s002390,55.88,1
s002391,133.53,3
s002392,165.32,2
s002393,184.92,2
s002394,80.77,1
s002395,83.34,1
s002396,498.73,5
s002397,84.55,1
s002398,302.81,3
s002399,25.53,1
s002400,60.8,1
s002401,163.41,2
s002402,305.15,4
s002403,213.42,2
s002404,177.37,2
s002405,157.18,2
s002406,81.42,1
s002407,97.75,1
s002408,0.0,0
s002409,0.0,0
s002410,0.0,0
s002411,0.0,0
s002412,224.85,3
s002413,118.86,2
s002414,323.22,3
s002415,175.67,2
s002416,73.32,1
s002417,104.13,1
s002418,42.3,1
s002419,106.71,2
s002420,87.47,1
s002421,106.98,2
s002422,151.69,2
s002423,524.85,6
s002424,34.01,1
s002425,129.94,1
s002426,179.81,2
s002427,53.51,1
s002428,148.94,2
s002429,126.63,2
s002430,183.28,2
s002431,126.25,2
s002432,97.71,1
s002433,162.55,2
s002434,85.98,1
s002435,256.39,3
s002436,120.26,2
s002437,223.14,3
s002438,383.52,4
s002439,313.48,4
s002440,212.4,3
s002441,143.36,2
s002442,258.65,3
s002443,0.0,0
s002444,0.0,0
s002445,135.64,2
s002446,279.25,3
s002447,0.0,0
s002448,43.31,1
s002449,205.1,3
s002450,223.98,2
s002451,0.0,0
s002452,333.67,2
s002453,259.0,3
s002454,210.33,2
s002455,183.59,3
s002456,203.64,3
s002457,285.75,3
s002458,67.32,1
s002459,0.0,0
s002460,270.64,3
s002461,90.93,1
s002462,170.95,2
s002463,434.86,5
s002464,86.42,2
s002465,50.71,1
s002466,108.27,2
s002467,0.0,0
s002468,112.82,2
s002469,0.0,0
s002470,74.29,1
s002471,593.66,6
s002472,0.0,0
s002473,0.0,0
s002474,193.87,1
s002475,76.17,1
s002476,279.22,3
s002477,291.32,3
s002478,70.79,1
s002479,105.17,1
s002480,299.48,3
s002481,663.81,6
s002482,0.0,0
s002483,366.21,5
s002484,71.22,1
s002485,40.66,1
s002486,59.25,1
s002487,0.0,0
s002488,96.46,2
s002489,92.56,1
s002490,381.7,4
s002491,124.25,2
s002492,63.05,1
s002493,75.31,1
s002494,0.0,0
s002495,233.16,2
s002496,221.59,2
s002497,66.41,1
s002498,367.75,5
s002499,78.96,1
s002500,66.97,1
s002501,0.0,0
s002502,170.8,2
s002503,67.56,1
s002504,282.5,4
s002505,135.36,1
s002506,243.36,2
s002507,67.41,1
s002508,645.05,6
s002509,186.44,2
s002510,322.85,4
s002511,100.23,1
s002512,90.59,1
s002513,175.79,2
s002514,74.72,1
s002515,0.0,0
s002516,0.0,0
s002517,93.1,1
s002518,0.0,0
s002519,0.0,0
s002520,125.47,2
s002521,257.35,3
s002522,51.32,1
s002523,43.55,1
s002524,137.3,2
s002525,116.51,1
s002526,0.0,0
s002527,275.12,4
s002528,82.93,2
s002529,0.0,0
s002530,67.4,1
s002531,202.88,2
s002532,81.57,1
s002533,0.0,0
s002534,0.0,0
s002535,411.92,4
s002536,60.58,1
s002537,207.42,2
s002538,263.06,2
s002539,239.51,3
s002540,110.19,1
s002541,99.46,1
s002542,293.4,3
s002543,61.38,2
s002544,263.25,3
s002545,180.01,2
s002546,305.91,2
s002547,272.74,3
s002548,151.32,2
s002549,150.4,1
s002550,152.53,2
s002551,122.25,1
s002552,432.63,4
s002553,83.93,1
s002554,196.72,2
s002555,90.82,1
s002556,278.75,3
s002557,54.03,1
s002558,260.02,2
s002559,74.22,2
s002560,63.48,1
s002561,0.0,0
s002562,0.0,0
s002563,139.92,2
s002564,142.72,2
s002565,112.28,2
s002566,416.46,4
s002567,0.0,0
s002568,65.52,1
s002569,133.03,2
s002570,249.65,3
s002571,236.15,3
s002572,52.78,1
s002573,0.0,0
s002574,276.19,3
s002575,185.64,2
s002576,38.53,1
s002577,276.82,2
s002578,255.32,3
s002579,0.0,0
s002580,225.79,3
s002581,84.43,1
s002582,150.87,2
s002583,88.64,1
s002584,239.52,3
s002585,220.23,2
s002586,177.74,1
s002587,0.0,0
s002588,73.34,1
s002589,0.0,0
s002590,137.55,1
s002591,0.0,0
s002592,153.26,2
s002593,228.17,2
s002594,59.95,1
s002595,228.53,3
s002596,159.1,2
s002597,401.63,3
s002598,0.0,0
s002599,260.03,3
s002600,96.21,1
s002601,237.69,2
s002602,317.85,4
s002603,164.35,2
s002604,59.96,1
s002605,167.13,2
s002606,75.66,1
s002607,55.39,1
s002608,414.91,5
s002609,36.89,1
s002610,504.81,4
s002611,0.0,0
s002612,351.98,2
s002613,63.8,1
s002614,211.99,4
s002615,0.0,0
s002616,0.0,0
s002617,377.71,4
s002618,241.77,3
s002619,81.53,1
s002620,149.21,2
s002621,83.23,1
s002622,302.38,4
s002623,199.52,3
s002624,149.83,2
s002625,94.59,1
s002626,229.42,3
s002627,241.02,2
s002628,163.55,2
s002629,538.37,6
s002630,47.91,1
s002631,299.79,3
s002632,270.03,3
s002633,0.0,0
s002634,63.16,1
s002635,100.43,2
s002636,147.17,2
s002637,117.78,1
s002638,72.83,1
s002639,40.27,1
s002640,92.15,1
s002641,255.85,3
s002642,0.0,0
s002643,77.59,1
s002644,478.4,4
s002645,60.65,1
s002646,98.88,1
s002647,122.55,3
s002648,79.57,1
s002649,509.38,5
s002650,153.5,2
s002651,92.55,1
s002652,138.07,1
s002653,104.52,1
s002654,76.03,1
s002655,122.73,2
s002656,119.45,1
s002657,180.97,2
s002658,81.84,1
s002659,223.05,3
s002660,69.74,1
s002661,0.0,0
s002662,339.46,4
s002663,173.79,2
s002664,237.9,2
s002665,96.31,2
s002666,45.45,1
s002667,80.3,1
s002668,77.83,1
s002669,0.0,0
s002670,393.54,3
s002671,93.68,1
s002672,44.67,1
s002673,332.0,4
s002674,106.24,1
s002675,62.62,1
s002676,159.42,2
s002677,52.87,1
s002678,523.86,5
s002679,0.0,0
s002680,68.04,1
s002681,167.65,2
s002682,190.43,2
s002683,217.1,1
s002684,311.48,2
s002685,257.79,4
s002686,0.0,0
s002687,211.7,3
s002688,83.03,1
s002689,382.14,4
s002690,134.04,2
s002691,167.59,3
s002692,381.39,4
s002693,136.35,2
s002694,78.5,1
s002695,122.09,2
s002696,0.0,0
s002697,67.1,1
s002698,109.32,1
s002699,98.79,2
s002700,178.8,2
s002701,67.87,1
s002702,59.88,1
s002703,74.17,1
s002704,126.14,2
s002705,107.6,2
s002706,537.19,6
s002707,70.24,1
s002708,0.0,0
s002709,130.32,2
s002710,282.25,4
s002711,134.48,1
s002712,174.84,2
s002713,71.62,1
s002714,74.08,1
s002715,54.16,1
s002716,288.66,3
s002717,355.58,4
s002718,286.72,4
s002719,61.2,1
s002720,117.39,2
s002721,139.79,1
s002722,94.41,1
s002723,418.05,4
s002724,59.63,1
s002725,78.95,1
s002726,0.0,0
s002727,248.6,3
s002728,0.0,0
s002729,383.45,4
s002730,84.56,1
s002731,159.7,2
s002732,109.19,1
s002733,190.99,3
s002734,153.34,2
s002735,0.0,0
s002736,289.9,4
s002737,264.97,3
s002738,84.99,1
s002739,55.93,1
s002740,72.63,1
s002741,0.0,0
s002742,572.02,6
s002743,325.73,3
s002744,174.01,1
s002745,0.0,0
s002746,323.84,3
s002747,137.16,2
s002748,0.0,0
s002749,0.0,0
s002750,69.5,1
s002751,45.73,1
s002752,225.78,3
s002753,117.22,2
s002754,283.39,3
s002755,115.81,2
s002756,76.36,1
s002757,108.64,1
s002758,99.78,2
s002759,140.88,2
s002760,453.57,4
s002761,403.24,4
s002762,0.0,0
s002763,471.18,5
s002764,0.0,0
s002765,199.71,2
s002766,57.13,1
s002767,0.0,0
s002768,0.0,0
s002769,76.86,1
s002770,94.62,1
s002771,194.56,2
s002772,198.99,2
s002773,67.29,1
s002774,0.0,0
s002775,432.49,4
s002776,198.54,3
s002777,57.04,1
s002778,120.93,2
s002779,256.53,3
s002780,115.49,2
s002781,289.88,4
s002782,207.61,3
s002783,0.0,0
s002784,262.61,2
s002785,210.96,2
s002786,86.31,1
s002787,79.85,1
s002788,187.35,3
s002789,160.06,2
s002790,281.21,4
s002791,0.0,0
s002792,0.0,0
s002793,342.79,5
s002794,114.28,2
